Date,Open,High,Low,Close,Adj Close,Volume
2019-10-12,8315.665039,8415.242188,8313.340820,8336.555664,8336.555664,14532641604
2019-10-13,8336.902344,8470.988281,8276.612305,8321.005859,8321.005859,13808286058
2019-10-14,8320.832031,8390.208984,8284.130859,8374.686523,8374.686523,15151387859
2019-10-15,8373.458008,8410.714844,8182.706543,8205.369141,8205.369141,15220412631
2019-10-16,8204.674805,8216.812500,7985.089844,8047.526855,8047.526855,16071646995
2019-10-17,8047.812500,8134.831543,8000.942871,8103.911133,8103.911133,14313052244
2019-10-18,8100.933594,8138.413574,7902.164063,7973.207520,7973.207520,15651592610
2019-10-19,7973.803711,8082.629395,7944.776855,7988.560547,7988.560547,13797825640
2019-10-20,7997.807129,8281.818359,7949.439453,8222.078125,8222.078125,15504249442
2019-10-21,8225.115234,8296.694336,8196.416016,8243.720703,8243.720703,15868748865
2019-10-22,8243.402344,8296.651367,8074.462891,8078.203125,8078.203125,16803377856
2019-10-23,8076.228516,8092.999512,7469.322754,7514.671875,7514.671875,21942878957
2019-10-24,7509.728027,7532.867676,7446.988770,7493.488770,7493.488770,16268708848
2019-10-25,7490.703125,8691.540039,7479.984375,8660.700195,8660.700195,28705065488
2019-10-26,8667.577148,10021.744141,8662.622070,9244.972656,9244.972656,44496255608
2019-10-27,9241.707031,9749.529297,9112.541992,9551.714844,9551.714844,32593129500
2019-10-28,9565.101563,9805.118164,9256.148438,9256.148438,9256.148438,30948255331
2019-10-29,9248.440430,9516.180664,9232.648438,9427.687500,9427.687500,28426779937
2019-10-30,9422.462891,9426.874023,9085.370117,9205.726563,9205.726563,27706531577
2019-10-31,9202.458008,9383.161133,9028.717773,9199.584961,9199.584961,26583653946
2019-11-01,9193.992188,9275.657227,9132.047852,9261.104492,9261.104492,24324691031
2019-11-02,9259.783203,9377.486328,9249.587891,9324.717773,9324.717773,21242676385
2019-11-03,9324.787109,9379.806641,9141.251953,9235.354492,9235.354492,21132220847
2019-11-04,9235.607422,9505.051758,9191.485352,9412.612305,9412.612305,26170255634
2019-11-05,9413.004883,9457.417969,9256.931641,9342.527344,9342.527344,26198609047
2019-11-06,9340.864258,9423.237305,9305.909180,9360.879883,9360.879883,23133895764
2019-11-07,9352.393555,9368.476563,9202.353516,9267.561523,9267.561523,22700383838
2019-11-08,9265.368164,9272.759766,8775.534180,8804.880859,8804.880859,24333037836
2019-11-14,8816.899414,8825.537109,8697.185547,8703.469727,8703.469727,19119013888
